0.000000000000000000e+00 -2.633393448987235970e-06
2.000000000000000000e+00 -2.532414504455987253e-06
4.000000000000000000e+00 -2.503978757710411188e-06
6.000000000000000000e+00 -2.486467227865300963e-06
8.000000000000000000e+00 -2.475381657630863684e-06
1.000000000000000000e+01 -2.467460306765994650e-06
1.200000000000000000e+01 -2.461606241128141633e-06
1.400000000000000000e+01 -2.457186344411337802e-06
1.600000000000000000e+01 -2.453845599957680904e-06
1.800000000000000000e+01 -2.451363341054588148e-06
2.000000000000000000e+01 -2.449599954275951750e-06
2.200000000000000000e+01 -2.448467245134793454e-06
2.400000000000000000e+01 -2.447913047496292164e-06
2.600000000000000000e+01 -2.447913047496291741e-06
2.800000000000000000e+01 -2.448467245134793454e-06
3.000000000000000000e+01 -2.449599954275951750e-06
3.200000000000000000e+01 -2.451363341054587301e-06
3.400000000000000000e+01 -2.453845599957680904e-06
3.600000000000000000e+01 -2.457186344411337802e-06
3.800000000000000000e+01 -2.461606241128140786e-06
4.000000000000000000e+01 -2.467460306765994227e-06
4.200000000000000000e+01 -2.475381657630863260e-06
4.400000000000000000e+01 -2.486467227865300115e-06
4.600000000000000000e+01 -2.503978757710410765e-06
4.800000000000000000e+01 -2.532414504455987253e-06
5.000000000000000000e+01 -2.633393448987235547e-06
