0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 -5.199515461601154041e-03 -1.039906873314471597e-02 -1.039917669491371641e-02 -1.039933918821043905e-02 -1.039953927987458115e-02 -1.039976078273043697e-02 -1.039998870915053927e-02 -1.040020959725146410e-02 -1.040041172971571497e-02 -1.040058526712337936e-02 -1.040072231790122384e-02 -1.040081696572580858e-02 -1.040086527265677435e-02 -1.040086527265679170e-02 -1.040081696572583286e-02 -1.040072231790122731e-02 -1.040058526712337762e-02 -1.040041172971572191e-02 -1.040020959725147624e-02 -1.039998870915054274e-02 -1.039976078273041962e-02 -1.039953927987459330e-02 -1.039933918821042691e-02 -1.039917669491370253e-02 -1.039906873314470556e-02 -5.199515461601167919e-03
2.000000000000000000e+01 -2.079806184640463351e-02 -4.159627493257889164e-02 -4.159670677965489338e-02 -4.159735675284179091e-02 -4.159815711949835931e-02 -4.159904313092177564e-02 -4.159995483660218485e-02 -4.160083838900588415e-02 -4.160164691886288069e-02 -4.160234106849353131e-02 -4.160288927160492312e-02 -4.160326786290324819e-02 -4.160346109062711129e-02 -4.160346109062718067e-02 -4.160326786290334533e-02 -4.160288927160491618e-02 -4.160234106849354518e-02 -4.160164691886289456e-02 -4.160083838900590497e-02 -4.159995483660218485e-02 -4.159904313092166461e-02 -4.159815711949837319e-02 -4.159735675284170070e-02 -4.159670677965481012e-02 -4.159627493257882919e-02 -2.079806184640466127e-02
3.000000000000000355e+01 -4.679563915441045663e-02 -9.359161859830256169e-02 -9.359259025422357603e-02 -9.359405269389409199e-02 -9.359585351887135529e-02 -9.359784704457402293e-02 -9.359989838235494020e-02 -9.360188637526326016e-02 -9.360370556744151971e-02 -9.360526740411048707e-02 -9.360650086111106660e-02 -9.360735269153230842e-02 -9.360778745391101774e-02 -9.360778745391117039e-02 -9.360735269153255822e-02 -9.360650086111110824e-02 -9.360526740411045932e-02 -9.360370556744150583e-02 -9.360188637526327404e-02 -9.359989838235487081e-02 -9.359784704457373150e-02 -9.359585351887131366e-02 -9.359405269389378668e-02 -9.359259025422331235e-02 -9.359161859830235353e-02 -4.679563915441045663e-02
4.000000000000000000e+01 -8.319224738561852017e-02 -1.663850997303155665e-01 -1.663868271186195735e-01 -1.663894270113671914e-01 -1.663926284779934373e-01 -1.663961725236871025e-01 -1.663998193464086839e-01 -1.664033535560234811e-01 -1.664065876754515227e-01 -1.664093642739741252e-01 -1.664115570864196647e-01 -1.664130714516129372e-01 -1.664138443625084451e-01 -1.664138443625087227e-01 -1.664130714516133813e-01 -1.664115570864196925e-01 -1.664093642739741807e-01 -1.664065876754515783e-01 -1.664033535560236199e-01 -1.663998193464087116e-01 -1.663961725236867140e-01 -1.663926284779935760e-01 -1.663894270113668028e-01 -1.663868271186193237e-01 -1.663850997303154000e-01 -8.319224738561865895e-02
5.000000000000000000e+01 -1.299878865400289907e-01 -2.599767183286181282e-01 -2.599794173728430802e-01 -2.599834797052611446e-01 -2.599884819968647509e-01 -2.599940195682610700e-01 -2.599997177287635131e-01 -2.600052399312867690e-01 -2.600102932428929314e-01 -2.600146316780844735e-01 -2.600180579475307452e-01 -2.600204241431451901e-01 -2.600216318164194074e-01 -2.600216318164197959e-01 -2.600204241431458563e-01 -2.600180579475306342e-01 -2.600146316780845845e-01 -2.600102932428930425e-01 -2.600052399312867690e-01 -2.599997177287635131e-01 -2.599940195682604038e-01 -2.599884819968647509e-01 -2.599834797052604785e-01 -2.599794173728424695e-01 -2.599767183286176286e-01 -1.299878865400291017e-01
6.000000000000000000e+01 -1.871825566176416877e-01 -3.743664743932099137e-01 -3.743703610168939155e-01 -3.743762107755760349e-01 -3.743834140754850326e-01 -3.743913881782958142e-01 -3.743995935294194277e-01 -3.744075455010528186e-01 -3.744148222697658568e-01 -3.744210696164416707e-01 -3.744260034444442109e-01 -3.744294107661291227e-01 -3.744311498156440154e-01 -3.744311498156445706e-01 -3.744294107661301219e-01 -3.744260034444443219e-01 -3.744210696164418928e-01 -3.744148222697660788e-01 -3.744075455010530407e-01 -3.743995935294195387e-01 -3.743913881782950925e-01 -3.743834140754853657e-01 -3.743762107755753687e-01 -3.743703610168933604e-01 -3.743664743932095806e-01 -1.871825566176419375e-01
7.000000000000000000e+01 -2.547762576184566807e-01 -5.095543679240913670e-01 -5.095596580507724127e-01 -5.095676202223118345e-01 -5.095774247138546986e-01 -5.095882783537916128e-01 -5.095994467483764279e-01 -5.096102702653217964e-01 -5.096201747560702433e-01 -5.096286780890455503e-01 -5.096353935771601451e-01 -5.096400313205646793e-01 -5.096423983601819918e-01 -5.096423983601827690e-01 -5.096400313205659005e-01 -5.096353935771602561e-01 -5.096286780890457724e-01 -5.096201747560704653e-01 -5.096102702653222405e-01 -5.095994467483767609e-01 -5.095882783537906136e-01 -5.095774247138551427e-01 -5.095676202223107243e-01 -5.095596580507714135e-01 -5.095543679240907009e-01 -2.547762576184570693e-01
8.000000000000000000e+01 -3.327689895424741362e-01 -6.655403989212622662e-01 -6.655473084744782941e-01 -6.655577080454686545e-01 -6.655705139119735270e-01 -6.655846900947481881e-01 -6.655992773856345135e-01 -6.656134142240938134e-01 -6.656263507018058689e-01 -6.656374570958962789e-01 -6.656462283456785478e-01 -6.656522858064517489e-01 -6.656553774500337806e-01 -6.656553774500346687e-01 -6.656522858064533033e-01 -6.656462283456786588e-01 -6.656374570958965009e-01 -6.656263507018060910e-01 -6.656134142240941465e-01 -6.655992773856346245e-01 -6.655846900947466338e-01 -6.655705139119738600e-01 -6.655577080454668781e-01 -6.655473084744768508e-01 -6.655403989212612670e-01 -3.327689895424744693e-01
8.999999999999998579e+01 -4.211607523896936378e-01 -8.423245673847223891e-01 -8.423333122880112267e-01 -8.423464742450459397e-01 -8.423626816698412956e-01 -8.423806234011654848e-01 -8.423990854411936846e-01 -8.424169773773687586e-01 -8.424333501069731778e-01 -8.424474066369938008e-01 -8.424585077499994190e-01 -8.424661742237905537e-01 -8.424700870851989931e-01 -8.424700870852001033e-01 -8.424661742237925521e-01 -8.424585077499995300e-01 -8.424474066369940228e-01 -8.424333501069735108e-01 -8.424169773773694248e-01 -8.423990854411937956e-01 -8.423806234011637084e-01 -8.423626816698419617e-01 -8.423464742450441634e-01 -8.423333122880096724e-01 -8.423245673847211679e-01 -4.211607523896943595e-01
9.999999999999998579e+01 -5.199515461601155186e-01 -1.039906873314471847e+00 -1.039917669491371655e+00 -1.039933918821044134e+00 -1.039953927987458115e+00 -1.039976078273043836e+00 -1.039998870915053608e+00 -1.040020959725146632e+00 -1.040041172971571726e+00 -1.040058526712337894e+00 -1.040072231790122537e+00 -1.040081696572580761e+00 -1.040086527265677629e+00 -1.040086527265679184e+00 -1.040081696572583425e+00 -1.040072231790122981e+00 -1.040058526712338338e+00 -1.040041172971572170e+00 -1.040020959725147520e+00 -1.039998870915054496e+00 -1.039976078273041615e+00 -1.039953927987459226e+00 -1.039933918821041914e+00 -1.039917669491369878e+00 -1.039906873314470515e+00 -5.199515461601165178e-01
