0.000000000000000000e+00 -9.480216416354051356e-05
2.000000000000000000e+00 -9.116692216041558854e-05
4.000000000000000000e+00 -9.014323527757481464e-05
6.000000000000000000e+00 -8.951282020315084651e-05
8.000000000000000000e+00 -8.911373967471108754e-05
1.000000000000000000e+01 -8.882857104357581250e-05
1.200000000000000000e+01 -8.861782468061310048e-05
1.400000000000000000e+01 -8.845870839880817273e-05
1.600000000000000000e+01 -8.833844159847651593e-05
1.800000000000000000e+01 -8.824908027796517164e-05
2.000000000000000000e+01 -8.818559835393425454e-05
2.200000000000000000e+01 -8.814482082485256096e-05
2.400000000000000000e+01 -8.812486970986650096e-05
2.600000000000000000e+01 -8.812486970986648741e-05
2.800000000000000000e+01 -8.814482082485256096e-05
3.000000000000000000e+01 -8.818559835393425454e-05
3.200000000000000000e+01 -8.824908027796515809e-05
3.400000000000000000e+01 -8.833844159847650237e-05
3.600000000000000000e+01 -8.845870839880815917e-05
3.800000000000000000e+01 -8.861782468061305982e-05
4.000000000000000000e+01 -8.882857104357577184e-05
4.200000000000000000e+01 -8.911373967471106043e-05
4.400000000000000000e+01 -8.951282020315079230e-05
4.600000000000000000e+01 -9.014323527757477398e-05
4.800000000000000000e+01 -9.116692216041554788e-05
5.000000000000000000e+01 -9.480216416354048646e-05
