0.000000000000000000e+00 -2.633393448987235343e-04
2.000000000000000000e+00 -2.532414504455987592e-04
4.000000000000000000e+00 -2.503978757710411036e-04
6.000000000000000000e+00 -2.486467227865300539e-04
8.000000000000000000e+00 -2.475381657630863633e-04
1.000000000000000000e+01 -2.467460306765993888e-04
1.200000000000000000e+01 -2.461606241128140972e-04
1.400000000000000000e+01 -2.457186344411337649e-04
1.600000000000000000e+01 -2.453845599957680396e-04
1.800000000000000000e+01 -2.451363341054587589e-04
2.000000000000000000e+01 -2.449599954275951124e-04
2.200000000000000000e+01 -2.448467245134793285e-04
2.400000000000000000e+01 -2.447913047496291317e-04
2.600000000000000000e+01 -2.447913047496291317e-04
2.800000000000000000e+01 -2.448467245134793285e-04
3.000000000000000000e+01 -2.449599954275951124e-04
3.200000000000000000e+01 -2.451363341054587589e-04
3.400000000000000000e+01 -2.453845599957680396e-04
3.600000000000000000e+01 -2.457186344411337107e-04
3.800000000000000000e+01 -2.461606241128140430e-04
4.000000000000000000e+01 -2.467460306765993888e-04
4.200000000000000000e+01 -2.475381657630862549e-04
4.400000000000000000e+01 -2.486467227865299997e-04
4.600000000000000000e+01 -2.503978757710410494e-04
4.800000000000000000e+01 -2.532414504455987050e-04
5.000000000000000000e+01 -2.633393448987235343e-04
