0.000000000000000000e+00 -2.370054104088514194e-05
2.000000000000000000e+00 -2.279173054010391069e-05
4.000000000000000000e+00 -2.253580881939371721e-05
6.000000000000000000e+00 -2.237820505078772518e-05
8.000000000000000000e+00 -2.227843491867778544e-05
1.000000000000000000e+01 -2.220714276089396329e-05
1.200000000000000000e+01 -2.215445617015328528e-05
1.400000000000000000e+01 -2.211467709970204996e-05
1.600000000000000000e+01 -2.208461039961913915e-05
1.800000000000000000e+01 -2.206227006949129969e-05
2.000000000000000000e+01 -2.204639958848357041e-05
2.200000000000000000e+01 -2.203620520621315040e-05
2.400000000000000000e+01 -2.203121742746663541e-05
2.600000000000000000e+01 -2.203121742746663202e-05
2.800000000000000000e+01 -2.203620520621315040e-05
3.000000000000000000e+01 -2.204639958848357041e-05
3.200000000000000000e+01 -2.206227006949129630e-05
3.400000000000000000e+01 -2.208461039961913237e-05
3.600000000000000000e+01 -2.211467709970204318e-05
3.800000000000000000e+01 -2.215445617015327173e-05
4.000000000000000000e+01 -2.220714276089394635e-05
4.200000000000000000e+01 -2.227843491867776850e-05
4.400000000000000000e+01 -2.237820505078770146e-05
4.600000000000000000e+01 -2.253580881939369350e-05
4.800000000000000000e+01 -2.279173054010388697e-05
5.000000000000000000e+01 -2.370054104088511484e-05
