0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 -1.000000000000000056e-01
2.000000000000000111e-01 -1.000000000000000056e-01
3.000000000000000444e-01 -1.000000000000000056e-01
4.000000000000000222e-01 -9.999999999999997780e-02
5.000000000000000000e-01 -9.999999999999997780e-02
5.999999999999999778e-01 -9.999999999999997780e-02
6.999999999999999556e-01 -9.999999999999997780e-02
7.999999999999999334e-01 -9.999999999999997780e-02
8.999999999999999112e-01 -9.999999999999997780e-02
9.999999999999998890e-01 -9.999999999999997780e-02
