0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 8.547008547008547730e-01
2.000000000000000111e-01 1.709401709401709546e+00
3.000000000000000444e-01 2.564102564102564319e+00
4.000000000000000222e-01 3.418803418803418648e+00
5.000000000000000000e-01 4.273504273504273421e+00
5.999999999999999778e-01 5.128205128205127750e+00
6.999999999999999556e-01 5.982905982905982079e+00
7.999999999999999334e-01 6.837606837606836407e+00
8.999999999999999112e-01 7.692307692307690736e+00
9.999999999999998890e-01 8.547008547008545065e+00
