0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 2.991452991452991483e+00
2.000000000000000111e-01 5.982905982905982967e+00
3.000000000000000444e-01 8.974358974358974450e+00
4.000000000000000222e-01 1.196581196581196593e+01
5.000000000000000000e-01 1.495726495726495742e+01
5.999999999999999778e-01 1.794871794871794890e+01
6.999999999999999556e-01 2.094017094017094038e+01
7.999999999999999334e-01 2.393162393162393187e+01
8.999999999999999112e-01 2.692307692307692335e+01
9.999999999999998890e-01 2.991452991452991483e+01
